restaurant_id,name,city,locality,cuisines,avg_cost_for_two,currency,rating,votes
19632,Twiststick House,Bengaluru,Jayanagar,"Continental, Fast Food, Street Food, Momos",500.0,INR,4.1,164
19633,Starlite Bakery & Fastfood,Bengaluru,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,INR,3.7,23
19634,Yum In My Tum,Bengaluru,Jayanagar,"Chinese, Continental, Fast Food, Healthy Food",300.0,INR,4.2,103
19635,Marwa Restaurant,Bengaluru,Jayanagar,"North Indian, Chinese, Fast Food, Bbq",600.0,INR,3.5,551
19636,Wahab,Bengaluru,Jayanagar,"North Indian, Mughlai, Chinese",350.0,INR,3.7,98
19638,Bathinda Tandoor,Bengaluru,Jayanagar,North Indian,300.0,INR,3.7,40
19639,Thalassery Restaurant,Bengaluru,Jayanagar,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600.0,INR,3.6,382
19640,Sree Krishna Kafe,Bengaluru,Jayanagar,South Indian,200.0,INR,4.2,971
19641,Amontron,Bengaluru,Jayanagar,Bengali,650.0,INR,3.9,439
19642,Chokha Chowka,Bengaluru,Jayanagar,"North Indian, Chinese",400.0,INR,3.9,358
19643,Patio 805,Bengaluru,Jayanagar,"Thai, Vietnamese, Asian, Chinese",1200.0,INR,4.1,367
19644,Eagles Pizza,Bengaluru,Jayanagar,"Pizza, Italian",400.0,INR,3.7,17
19645,ONE IN A MELON,Bengaluru,Jayanagar,"Juices, Healthy Food",300.0,INR,4.1,414
19646,Afghani Tandoori Hub,Bengaluru,Jayanagar,"Arabian, Afghan",400.0,INR,3.7,14
19647,Barbeque Station,Bengaluru,Jayanagar,"North Indian, Chinese, Bbq",700.0,INR,2.8,152
19648,Dosa Plaza,Bengaluru,Jayanagar,"South Indian, North Indian, Chinese, Beverages",200.0,INR,3.8,140
19649,Juicy Momos,Bengaluru,Jayanagar,"Tibetan, Momos",250.0,INR,3.5,80
19650,Upahara Darshini,Bengaluru,Jayanagar,"South Indian, North Indian, Chinese",400.0,INR,4.0,166
19651,Bangalore Agarwal Bhavan,Bengaluru,Jayanagar,"Street Food, North Indian, South Indian",400.0,INR,3.9,137
19652,Just Thindi,Bengaluru,Jayanagar,South Indian,200.0,INR,3.6,16
19653,Tarbouche,Bengaluru,Jayanagar,"Turkish, Rolls",300.0,INR,4.1,268
19656,Paani Kum Chai,Bengaluru,Jayanagar,"Beverages, Fast Food",200.0,INR,4.0,25
19657,Taaza Mithai,Bengaluru,Jayanagar,"Mithai, Street Food",100.0,INR,3.9,48
19658,Dabba Gosht,Bengaluru,Jayanagar,"Arabian, Middle Eastern",400.0,INR,3.5,7
19659,Firangi Bake,Bengaluru,Jayanagar,"Mexican, Italian",600.0,INR,4.0,53
19660,Swathi Restaurant,Bengaluru,Jayanagar,"Andhra, North Indian, Chinese",400.0,INR,3.9,14
19661,Vinny's,Bengaluru,Jayanagar,"Pizza, Italian, Continental, Desserts",800.0,INR,4.2,2123
19662,Beer Adda,Bengaluru,Jayanagar,"North Indian, Chinese, Pizza",1000.0,INR,4.2,543
19663,Brownie Heaven,Bengaluru,Jayanagar,Desserts,300.0,INR,3.9,18
19664,Lassi Shop,Bengaluru,Jayanagar,"Beverages, Ice Cream",200.0,INR,3.9,38
19665,Ambur Star Briyani,Bengaluru,Jayanagar,"Biryani, Kebab",400.0,INR,3.7,118
19666,Stories,Bengaluru,Jayanagar,"American, Chinese, Continental, North Indian",1200.0,INR,4.2,2211
19667,Nati Palace,Bengaluru,Jayanagar,"South Indian, North Indian",200.0,INR,3.5,11
19668,Indiana Burgers,Bengaluru,Jayanagar,Burger,300.0,INR,3.4,23
19669,Hyderabadi Biryani Hub,Bengaluru,Jayanagar,"Biryani, North Indian, Chinese",600.0,INR,3.6,218
19670,Tibetan Mother's Kitchen,Bengaluru,Jayanagar,"Tibetan, Chinese, Momos",500.0,INR,4.0,958
19671,Kundana,Bengaluru,Jayanagar,"Andhra, Biryani",800.0,INR,3.8,111
19672,Tarbouche,Bengaluru,Jayanagar,"Turkish, Rolls",300.0,INR,3.8,12
19673,Stoned Monkey,Bengaluru,Jayanagar,"Desserts, Ice Cream",500.0,INR,4.1,511
19674,Tall Blonde French,Bengaluru,Jayanagar,Fast Food,400.0,INR,4.3,723
19675,Jaganath Hotel and Restaurant,Bengaluru,Jayanagar,"North Indian, Chinese",200.0,INR,3.7,35
19676,Tanna's Kitchen,Bengaluru,Jayanagar,"Italian, Chinese, Street Food",250.0,INR,3.1,7
19677,Bombay Talkies,Bengaluru,Jayanagar,"Maharashtrian, Fast Food, Street Food, Sandwich",200.0,INR,3.7,21
19678,HOT COFFEE,Bengaluru,Jayanagar,"South Indian, Chinese",150.0,INR,4.1,70
19679,Cake Chemistry,Bengaluru,Jayanagar,"Bakery, Desserts",500.0,INR,0.0,0
19680,Goli Vada Pav No. 1,Bengaluru,Jayanagar,Street Food,200.0,INR,3.7,93
19681,Odissi Restaurant,Bengaluru,Jayanagar,"Oriya, Bengali",500.0,INR,2.9,67
19682,WTF,Bengaluru,Jayanagar,"Cafe, Continental",600.0,INR,4.1,93
19683,Rustic Stove,Bengaluru,Jayanagar,"North Indian, South Indian, Biryani, Beverages",900.0,INR,3.8,579
19684,Tata Cha,Bengaluru,Jayanagar,"Cafe, Tea, North Indian",500.0,INR,3.7,31
19685,Samosa Singh,Bengaluru,Jayanagar,"North Indian, Mithai",250.0,INR,3.5,4
19686,Cafe Zone,Bengaluru,Jayanagar,"Fast Food, Chinese, Rolls",300.0,INR,3.9,152
19687,Poha House,Bengaluru,Jayanagar,Maharashtrian,200.0,INR,3.6,7
19688,Sri Sai 99 Variety Dosa,Bengaluru,Jayanagar,South Indian,300.0,INR,3.6,38
19689,Makers of Milkshakes,Bengaluru,Jayanagar,Beverages,400.0,INR,4.2,55
19690,Mealer.in,Bengaluru,Jayanagar,"North Indian, Biryani",450.0,INR,4.0,207
19691,Adyar Ananda Bhavan - Sweets,Bengaluru,Jayanagar,"Mithai, Desserts",200.0,INR,3.4,6
19692,Smally's Resto Cafe,Bengaluru,Jayanagar,"Cafe, Italian, Burger, American, Steak",650.0,INR,4.2,1700
19693,Keto Kitchen,Bengaluru,Jayanagar,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0,INR,3.6,17
19694,Cold Stone Creamery,Bengaluru,Jayanagar,"Ice Cream, Desserts",400.0,INR,3.9,102
19695,Kannoor Restaurant,Bengaluru,Jayanagar,"Kerala, Chinese, South Indian, North Indian",700.0,INR,3.1,18
19696,Donne Biryani & Kabab Corner,Bengaluru,Jayanagar,"Chinese, Biryani",200.0,INR,3.3,12
19697,RB Food Point,Bengaluru,Jayanagar,"North Indian, Chinese",300.0,INR,3.7,35
19698,Tenzin Kitchen,Bengaluru,Jayanagar,"Tibetan, Chinese, Momos",450.0,INR,4.2,529
19699,Maggi N Maggi House,Bengaluru,Jayanagar,Fast Food,300.0,INR,3.4,23
19700,Shawarma Inc,Bengaluru,Jayanagar,"Rolls, Lebanese",250.0,INR,3.2,31
19701,Protein Grillhouse,Bengaluru,Jayanagar,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800.0,INR,4.2,179
19702,Shree Durgamba Juice Centre,Bengaluru,Jayanagar,Beverages,200.0,INR,3.1,9
19703,Chai Street,Bengaluru,Jayanagar,Beverages,150.0,INR,3.3,5
19704,Tibetan Kitchen,Bengaluru,Jayanagar,"Tibetan, Chinese, Continental, Momos",600.0,INR,4.3,245
19705,The Milkshake Theory,Bengaluru,Jayanagar,"Beverages, Fast Food",400.0,INR,4.0,48
19706,Diabetics Dezire Sugarless Sweets and Bakes,Bengaluru,Jayanagar,"Desserts, Mithai",300.0,INR,3.3,13
19707,Sandwichwallas,Bengaluru,Jayanagar,Fast Food,200.0,INR,3.9,104
19708,Gorbandh,Bengaluru,Jayanagar,"Fast Food, North Indian",400.0,INR,4.0,85
19709,Shakes Theory,Bengaluru,Jayanagar,"Beverages, Sandwich",300.0,INR,4.5,155
19710,Punjabi by Nature 2.0,Bengaluru,Jayanagar,North Indian,1600.0,INR,4.2,3236
19711,Axomi - Taste of Assam,Bengaluru,Jayanagar,Assamese,500.0,INR,4.1,613
19712,Shagun Sweets & Foods,Bengaluru,Jayanagar,"Mithai, North Indian, Street Food, Chinese",400.0,INR,3.5,221
19713,Bhojohori Manna,Bengaluru,Jayanagar,"Bengali, Mughlai",650.0,INR,3.7,666
19714,Darshan Paradise Restaurant,Bengaluru,Jayanagar,"North Indian, Chinese",250.0,INR,3.6,15
19715,Pin Me Down,Bengaluru,Jayanagar,"Continental, Mexican, Chinese, North Indian",800.0,INR,4.5,803
19716,Swathi Deluxe Restaurant,Bengaluru,Jayanagar,North Indian,500.0,INR,3.0,74
19717,Taco Bell,Bengaluru,Jayanagar,"Mexican, American, Fast Food",600.0,INR,4.0,910
19718,Ishta Cafe,Bengaluru,Jayanagar,"Pizza, South Indian, Healthy Food",500.0,INR,3.9,42
19719,Bikaner Jn,Bengaluru,Jayanagar,Rajasthani,300.0,INR,3.9,85
19721,Stoner,Bengaluru,Jayanagar,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,INR,4.5,2608
19722,Nuts Over Salads Cafe,Bengaluru,Jayanagar,"Cafe, Salad",800.0,INR,4.4,201
19723,Cafe Alchemist,Bengaluru,Jayanagar,"Fast Food, Juices",300.0,INR,3.8,62
19724,Barbeque Delight,Bengaluru,Jayanagar,"Arabian, Kerala, North Indian, Chinese, Bbq",800.0,INR,3.7,65
19725,The Waffles Hut,Bengaluru,Jayanagar,Desserts,400.0,INR,3.8,23
19726,Chilli Flakes,Bengaluru,Jayanagar,"Fast Food, Italian, Beverages",500.0,INR,3.6,47
19727,Chetty's Corner,Bengaluru,Jayanagar,"Fast Food, Burger",150.0,INR,3.6,21
19728,Cake Ghar,Bengaluru,Jayanagar,Bakery,400.0,INR,3.8,15
19729,Bhavani Chats,Bengaluru,Jayanagar,Street Food,100.0,INR,3.6,34
19730,Tapri By The Corner,Bengaluru,Jayanagar,Fast Food,250.0,INR,4.1,205
19731,Dwaraka Krishna,Bengaluru,Jayanagar,"North Indian, Biryani, Chinese",500.0,INR,3.7,328
19732,Lassi Darbar,Bengaluru,Jayanagar,"Ice Cream, Juices, Beverages",200.0,INR,3.6,12
19733,Agarwal Food Service,Bengaluru,Jayanagar,"North Indian, Chinese, Biryani",400.0,INR,3.8,268
19734,Koramangala Social,Bengaluru,Jayanagar,"American, North Indian, Chinese, Finger Food",1500.0,INR,4.6,4675
19735,Roundup Cafe,Bengaluru,Jayanagar,"Cafe, Continental, Beverages",800.0,INR,4.2,488
19736,Snacks Bite,Bengaluru,Jayanagar,"Fast Food, Momos",400.0,INR,3.0,9
19737,AlienSip,Bengaluru,Jayanagar,Juices,200.0,INR,3.6,11
19738,The Belgian Waffle Co.,Bengaluru,Jayanagar,"Desserts, Beverages",350.0,INR,3.8,151
19739,Mystique Palate,Bengaluru,Jayanagar,"Chinese, Fast Food",300.0,INR,4.1,339
19740,Brewsky,Bengaluru,Jayanagar,"Continental, American",1600.0,INR,4.3,4321
19741,Cake Paradise,Bengaluru,Jayanagar,"Bakery, Desserts",350.0,INR,0.0,0
19742,Belgian Waffle Factory,Bengaluru,Jayanagar,Desserts,400.0,INR,4.8,186
19743,SR Choco Station,Bengaluru,Jayanagar,Desserts,200.0,INR,3.4,7
19744,McDonald's,Bengaluru,Jayanagar,"Burger, Fast Food",500.0,INR,3.8,295
19745,UP Style North Indian Food,Bengaluru,Jayanagar,North Indian,100.0,INR,3.6,47
19746,Healthie,Bengaluru,Jayanagar,"Healthy Food, Beverages",600.0,INR,3.9,106
19747,Ahmed's Little Hut,Bengaluru,Jayanagar,Fast Food,250.0,INR,0.0,0
19748,Namma Biryani,Bengaluru,Jayanagar,"Biryani, Chinese, North Indian",250.0,INR,3.6,24
19749,Cool Corner,Bengaluru,Jayanagar,"Street Food, Fast Food",250.0,INR,4.2,192
19750,Wat-a-Burger!,Bengaluru,Jayanagar,"Burger, Sandwich, Beverages",500.0,INR,4.0,108
19751,Anda Ka Funda,Bengaluru,Jayanagar,"North Indian, Chinese, Rolls",250.0,INR,3.2,64
19752,Waffle Head,Bengaluru,Jayanagar,"Desserts, Beverages, Bakery, Ice Cream",300.0,INR,4.0,36
19753,Right Pizza,Bengaluru,Jayanagar,Pizza,300.0,INR,0.0,0
19754,WAFL Co,Bengaluru,Jayanagar,"Desserts, Beverages",400.0,INR,4.2,53
19755,Sri Sai Cafe,Bengaluru,Jayanagar,South Indian,200.0,INR,3.5,10
19756,Cake Yard,Bengaluru,Jayanagar,Desserts,250.0,INR,3.3,9
19757,Classic Shop,Bengaluru,Jayanagar,"Beverages, Juices",150.0,INR,3.8,11
19758,Awesome Foods,Bengaluru,Jayanagar,"Chinese, North Indian",300.0,INR,3.7,25
19759,Grills & Rolls,Bengaluru,Jayanagar,"North Indian, Chinese, Fast Food, Rolls, Juices",400.0,INR,2.5,321
19760,Manchu Cafe,Bengaluru,Jayanagar,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300.0,INR,3.8,23
19761,Tiwari's,Bengaluru,Jayanagar,"North Indian, Street Food",200.0,INR,3.8,69
19762,Oogway Express,Bengaluru,Jayanagar,"Chinese, Thai, Momos",600.0,INR,3.9,349
19763,Rajveena Kitchen,Bengaluru,Jayanagar,"North Indian, Fast Food, Biryani, Chinese",500.0,INR,3.7,28
19764,FRYBIES,Bengaluru,Jayanagar,Fast Food,350.0,INR,3.3,15
19765,Food And You,Bengaluru,Jayanagar,"North Indian, South Indian, Gujarati",350.0,INR,3.9,34
19766,Momo Blues,Bengaluru,Jayanagar,"Chinese, Momos, Nepalese, Tibetan",200.0,INR,0.0,0
19767,Laddoos,Bengaluru,Jayanagar,"North Indian, Street Food, Mithai",250.0,INR,3.4,277
19768,Iyengar Bakery,Bengaluru,Jayanagar,"Bakery, Fast Food, Desserts, Beverages",200.0,INR,3.7,28
19769,Lassi Berg,Bengaluru,Jayanagar,Juices,100.0,INR,3.5,13
19770,All Aromas,Bengaluru,Jayanagar,"North Indian, Biryani",400.0,INR,0.0,0
19771,Inchara Restaurant,Bengaluru,Jayanagar,"North Indian, Chinese",300.0,INR,0.0,0
19772,Vakulaa Veg Restaurant,Bengaluru,Jayanagar,"South Indian, North Indian",200.0,INR,3.9,52
19773,Sweet Chariot,Bengaluru,Jayanagar,"Bakery, Fast Food",500.0,INR,4.0,186
19774,Artinci Artisanal Ice Cream,Bengaluru,Jayanagar,"Desserts, Ice Cream",300.0,INR,0.0,0
19775,Daniyal's,Bengaluru,Jayanagar,"North Indian, Biryani, Mughlai, Kebab",800.0,INR,3.1,42
19776,Banashankari Nati Style,Bengaluru,Jayanagar,South Indian,300.0,INR,3.6,8
19777,Pappu Chaiwalla,Bengaluru,Jayanagar,"North Indian, Momos, Rolls, Fast Food",350.0,INR,3.1,89
19778,Fujian Express,Bengaluru,Jayanagar,"Chinese, Thai, American, Momos",200.0,INR,0.0,0
19779,Ande Ka Funda,Bengaluru,Jayanagar,"North Indian, Fast Food, Rolls",250.0,INR,3.9,121
19780,Malabar Bay,Bengaluru,Jayanagar,"Kerala, Seafood, Chinese, Biryani, Juices",800.0,INR,4.2,1541
19781,Mr. Singh Da Dhaba,Bengaluru,Jayanagar,"North Indian, Chinese",300.0,INR,3.6,241
19782,Old Mumbai Ice Cream,Bengaluru,Jayanagar,Ice Cream,150.0,INR,3.8,41
19783,Lassi Corner,Bengaluru,Jayanagar,"Beverages, Desserts",300.0,INR,3.5,16
19784,Bombay Sandwich Company,Bengaluru,Jayanagar,"Sandwich, Beverages",400.0,INR,3.7,33
19785,Eurasia Pasta and Barbeque by Little Italy,Bengaluru,Jayanagar,"Italian, Fast Food, Salad, Bbq",1200.0,INR,4.1,1064
19786,Fresh Pressery Cafe,Bengaluru,Jayanagar,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0,INR,4.1,137
19787,Boston Barista - Kappayum Curriyum,Bengaluru,Jayanagar,Kerala,350.0,INR,3.6,64
19788,Turkish Shawarma,Bengaluru,Jayanagar,Rolls,200.0,INR,3.6,21
19789,Krem,Bengaluru,Jayanagar,"Desserts, Ice Cream, Beverages, Sandwich",450.0,INR,4.1,61
19790,Kairali,Bengaluru,Jayanagar,"Kerala, South Indian, Seafood, Biryani",300.0,INR,3.9,171
19791,Donne Biriyani combos,Bengaluru,Jayanagar,Biryani,400.0,INR,0.0,0
19792,Bamey's Restro Cafe,Bengaluru,Jayanagar,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",600.0,INR,4.2,533
19793,Swadd Kitchen,Bengaluru,Jayanagar,"North Indian, Fast Food",500.0,INR,3.4,4
19794,Canton,Bengaluru,Jayanagar,"Chinese, Seafood, Biryani",800.0,INR,3.6,197
19795,Pure & Natural,Bengaluru,Jayanagar,"Healthy Food, Beverages, Fast Food",500.0,INR,3.9,212
19796,Cravy Wings,Bengaluru,Jayanagar,"American, Burger, Fast Food",400.0,INR,4.3,289
19797,Dakshin Grand,Bengaluru,Jayanagar,"South Indian, North Indian, Chinese, Street Food",300.0,INR,3.0,82
19798,The Samosa Co,Bengaluru,Jayanagar,"Fast Food, Mithai",200.0,INR,0.0,0
19799,Frozen Bottle,Bengaluru,Jayanagar,"Beverages, Desserts, Ice Cream",400.0,INR,4.2,147
19800,WOW! Momo,Bengaluru,Jayanagar,"Tibetan, Momos",400.0,INR,2.8,91
19801,Soup Station,Bengaluru,Jayanagar,Continental,250.0,INR,3.7,11
19802,Friend's Cafe,Bengaluru,Jayanagar,"Fast Food, American, Chinese",600.0,INR,3.9,554
19803,Smoke de Burger,Bengaluru,Jayanagar,Fast Food,300.0,INR,3.6,36
19804,The Paramount Hotel,Bengaluru,Jayanagar,"North Indian, Seafood, Biryani, Kerala",1000.0,INR,3.5,240
19805,Ambur Biryani,Bengaluru,Jayanagar,Biryani,200.0,INR,0.0,0
19807,El Salver,Bengaluru,Jayanagar,"North Indian, Fast Food, South Indian",700.0,INR,3.9,74
19808,Biryani Miya,Bengaluru,Jayanagar,"Biryani, North Indian",600.0,INR,3.7,37
19809,Public Khana,Bengaluru,Jayanagar,"South Indian, North Indian",200.0,INR,3.5,17
19810,Asha Sweets Centre,Bengaluru,Jayanagar,"Mithai, Street Food",250.0,INR,3.6,28
19811,Nandhanu's Rasoi,Bengaluru,Jayanagar,"Chinese, North Indian",400.0,INR,3.0,178
19812,Pizza Stop,Bengaluru,Jayanagar,"Pizza, Italian",600.0,INR,3.9,386
19813,Roll Wala,Bengaluru,Jayanagar,"Rolls, Juices",300.0,INR,3.3,7
19814,Chef Delicacies,Bengaluru,Jayanagar,"Kebab, Rolls",400.0,INR,3.1,6
19815,Sandwich Hub,Bengaluru,Jayanagar,"Fast Food, Sandwich",300.0,INR,3.4,12
19816,Ambur Star Dum Biryani,Bengaluru,Jayanagar,Biryani,100.0,INR,3.4,17
19817,Paisa Vasool,Bengaluru,Jayanagar,North Indian,400.0,INR,3.3,394
19818,AM's Cafe Recreate,Bengaluru,Jayanagar,"Chinese, North Indian",250.0,INR,3.3,8
19819,Fanoos Xprss,Bengaluru,Jayanagar,"Arabian, Rolls, North Indian, Bbq",400.0,INR,3.7,54
19820,Khan Saheb Grills and Rolls,Bengaluru,Jayanagar,"Fast Food, Rolls",350.0,INR,3.9,135
19821,Kuttanad,Bengaluru,Jayanagar,"Kerala, South Indian",200.0,INR,3.6,140
19822,Sher-E-Punjab,Bengaluru,Jayanagar,"North Indian, Chinese",400.0,INR,3.2,19
19823,Slurpy Shakes,Bengaluru,Jayanagar,Beverages,300.0,INR,0.0,0
19824,Hotel Godavari,Bengaluru,Jayanagar,"Andhra, Chinese, North Indian, Biryani",500.0,INR,3.9,222
19825,Chai Galli,Bengaluru,Jayanagar,"Cafe, Tea, Street Food",450.0,INR,4.3,480
19826,Bhavani Chats N Juice,Bengaluru,Jayanagar,"Beverages, Street Food",200.0,INR,3.9,93
19827,YumYumDilli,Bengaluru,Jayanagar,North Indian,500.0,INR,3.7,53
19828,Delhi Biryani Cafe,Bengaluru,Jayanagar,"North Indian, Biryani",250.0,INR,3.4,10
19829,Faasos,Bengaluru,Jayanagar,"North Indian, Biryani, Fast Food",500.0,INR,3.9,441
19830,Chumma Delicious,Bengaluru,Jayanagar,"South Indian, Fast Food",200.0,INR,3.7,237
19831,Chai Makhani,Bengaluru,Jayanagar,"Beverages, Tea",100.0,INR,3.5,11
19832,LIT Gastro Pub,Bengaluru,Jayanagar,"Chinese, Continental, Burger, Pizza",1000.0,INR,3.7,206
19833,1722 Urban Bistro,Bengaluru,Jayanagar,"North Indian, Chinese, Fast Food, Biryani",600.0,INR,4.1,220
19834,Bake Addiction,Bengaluru,Jayanagar,"Bakery, Desserts",500.0,INR,4.1,91
19835,Cream Chemistry,Bengaluru,Jayanagar,"Ice Cream, Desserts",500.0,INR,4.0,229
19836,Cocoa Bakes,Bengaluru,Jayanagar,"Bakery, Desserts",350.0,INR,0.0,0
19837,Masale Daan,Bengaluru,Jayanagar,North Indian,350.0,INR,0.0,0
19838,Cupcake Bliss,Bengaluru,Jayanagar,Bakery,200.0,INR,0.0,0
19840,Smoor,Bengaluru,Jayanagar,"Desserts, Beverages",900.0,INR,4.2,600
19841,Blue Tokai Coffee Roasters,Bengaluru,Jayanagar,"Cafe, Coffee",400.0,INR,0.0,0
19842,Rafees Biryani,Bengaluru,Jayanagar,"Biryani, North Indian, Desserts",600.0,INR,3.7,28
19844,Juice Junction,Bengaluru,Jayanagar,"Juices, Fast Food",150.0,INR,3.9,69
19846,Waikiki740,Bengaluru,Jayanagar,Parsi,400.0,INR,3.6,14
19847,Cream Stone,Bengaluru,Jayanagar,"Desserts, Beverages",500.0,INR,4.2,340
19848,Ice Cafe & Lassi Shop,Bengaluru,Jayanagar,"Beverages, Juices",100.0,INR,3.6,27
19849,Gam's Delicacy,Bengaluru,Jayanagar,"North Indian, Chinese, Assamese",800.0,INR,4.2,325
19850,San Churro Cafe,Bengaluru,Jayanagar,"Cafe, Mexican, Italian",800.0,INR,3.8,924
19851,Dosa Bazaar,Bengaluru,Jayanagar,"Street Food, South Indian",200.0,INR,3.9,113
19852,The Egg Factory,Bengaluru,Jayanagar,"Continental, American",750.0,INR,4.0,1310
19853,Punjabi Swag,Bengaluru,Jayanagar,North Indian,500.0,INR,3.9,676
19854,Sukh Sagar,Bengaluru,Jayanagar,"South Indian, North Indian, Chinese, Street Food",450.0,INR,3.8,156
19855,Steaming Mugs,Bengaluru,Jayanagar,Cafe,700.0,INR,4.0,241
19856,Rock Stone Ice Cream Factory,Bengaluru,Jayanagar,Ice Cream,230.0,INR,4.0,131
19858,Thalis Of India,Bengaluru,Jayanagar,"South Indian, North Indian, Beverages",500.0,INR,3.6,23
19859,The Food Cottage,Bengaluru,Jayanagar,"Hyderabadi, North Indian",350.0,INR,3.7,48
19860,Behrouz Biryani,Bengaluru,Jayanagar,Biryani,650.0,INR,4.0,190
19861,Toscano,Bengaluru,Jayanagar,"Italian, Salad",1500.0,INR,4.5,715
19863,Gelato Italiano,Bengaluru,Jayanagar,"Ice Cream, Bakery, Desserts",200.0,INR,3.9,110
19864,Juice Junction Food Court,Bengaluru,Jayanagar,"Juices, South Indian, Chinese, Fast Food",200.0,INR,3.7,57
19865,Zeeshan,Bengaluru,Jayanagar,"North Indian, Kebab, Biryani, Rolls",700.0,INR,3.1,320
19866,Big Mishra Pedha,Bengaluru,Jayanagar,Mithai,250.0,INR,2.9,23
19867,Sai Abhiruchi,Bengaluru,Jayanagar,"Andhra, North Indian, Biryani",800.0,INR,3.8,339
19868,Mulabagilu Dosa,Bengaluru,Jayanagar,South Indian,100.0,INR,3.6,12
19869,South Cool Point,Bengaluru,Jayanagar,Beverages,100.0,INR,0.0,0
19871,Dev's Gugababa,Bengaluru,Jayanagar,"Bengali, North Indian, Chinese",500.0,INR,3.5,177
19872,The House Of Paratha,Bengaluru,Jayanagar,North Indian,200.0,INR,3.7,59
19873,Meat And Eat,Bengaluru,Jayanagar,"Fast Food, Burger",500.0,INR,3.6,90
19874,S M V Snacks Corner,Bengaluru,Jayanagar,Fast Food,200.0,INR,3.7,34
19875,Kaizen Wellness Kitchen,Bengaluru,Jayanagar,"Asian, Continental, European",800.0,INR,3.7,37
19876,Natural Mumbai Kulfi,Bengaluru,Jayanagar,Ice Cream,130.0,INR,3.5,8
19877,Dhabeliwala,Bengaluru,Jayanagar,"Street Food, Beverages, Gujarati",250.0,INR,3.8,44
19878,World Of Asia,Bengaluru,Jayanagar,Asian,300.0,INR,0.0,0
19879,Kaapi Kendra,Bengaluru,Jayanagar,South Indian,100.0,INR,3.7,16
19880,Cafe Coffee Day,Bengaluru,Jayanagar,"Cafe, Fast Food",900.0,INR,3.1,25
19881,LayerBite,Bengaluru,Jayanagar,"Bakery, Desserts, Beverages",450.0,INR,3.8,10
19882,Ice Cream Works,Bengaluru,Jayanagar,"Desserts, Ice Cream",300.0,INR,4.1,193
19883,Sri Rajasthani Foods,Bengaluru,Jayanagar,"Rajasthani, North Indian",200.0,INR,3.6,12
19884,Sandwich Mama's And Frozen Monster,Bengaluru,Jayanagar,"Ice Cream, Beverages, Fast Food",250.0,INR,3.8,55
19885,Brooks and Bonds Brewery,Bengaluru,Jayanagar,"Continental, Mediterranean, North Indian, Chinese, Finger Food",1600.0,INR,4.4,3932
19886,Kolkata Famous Kati Rolls,Bengaluru,Jayanagar,"Fast Food, Rolls",100.0,INR,3.1,25
19887,Hatti Kaapi,Bengaluru,Jayanagar,"South Indian, Beverages",200.0,INR,3.9,237
19888,Yo! Thali,Bengaluru,Jayanagar,"North Indian, South Indian, Chinese",400.0,INR,3.5,4
19889,Rajathadri Food Fort,Bengaluru,Jayanagar,"South Indian, North Indian, Chinese, Street Food",600.0,INR,4.0,468
19890,Hungerbreak 24x7,Bengaluru,Jayanagar,"North Indian, South Indian, Maharashtrian",500.0,INR,3.0,7
19891,Penthouse Cafe,Bengaluru,Jayanagar,"Cafe, Italian, Continental",700.0,INR,4.0,328
19892,Karahi Kitchen,Bengaluru,Jayanagar,"Andhra, Biryani, Chinese",300.0,INR,4.0,164
19893,Kolkata Famous Katti Rolls,Bengaluru,Jayanagar,"Fast Food, Rolls",200.0,INR,3.6,36
19894,Indian Paratha Factory,Bengaluru,Jayanagar,North Indian,250.0,INR,2.9,24
19895,The Bong Palate,Bengaluru,Jayanagar,"Bengali, North Indian, Chinese",300.0,INR,3.8,62
19896,Lalbagh Grand,Bengaluru,Jayanagar,"South Indian, North Indian, Chinese",250.0,INR,3.0,23
19897,Udupi Upachar,Bengaluru,Jayanagar,"South Indian, North Indian",500.0,INR,3.4,7
19898,More Pizza,Bengaluru,Jayanagar,Pizza,450.0,INR,3.8,46
19899,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Bengaluru,Jayanagar,Continental,500.0,INR,3.8,44
19900,Baskin Robbins,Bengaluru,Jayanagar,"Ice Cream, Desserts",250.0,INR,3.6,25
19901,The Shawarma Inc,Bengaluru,Jayanagar,"Arabian, Fast Food",200.0,INR,3.3,94
19902,1000 B.C,Bengaluru,Jayanagar,"Arabian, Sandwich, Rolls, Burger",300.0,INR,3.2,49
19903,Mane Holige,Bengaluru,Jayanagar,"Mithai, South Indian",200.0,INR,4.3,142
19904,YORK St.,Bengaluru,Jayanagar,"Cafe, European, Continental",900.0,INR,4.4,944
19905,Ulavacharu,Bengaluru,Jayanagar,"Andhra, North Indian, Chinese",900.0,INR,0.0,0
19906,Burrito Boys,Bengaluru,Jayanagar,"Mexican, Tex-Mex",400.0,INR,3.0,6
